"use_for_analysis","CYR_Keyfield","JDay","Date","DoY","CYR","WYR","Season","Month","Day","Time","Segment","Site","Latitude","Longitude","area_sampled","cat","class","common_name","species","occur","total_count","den","median_count","temp","DO","DO_percent","sal_venice_cat","sal","pH","H2S","water_depth","sed_depth","ave_sav","total_ave_sg","total_ave_ma","prop_sg","prop_ma","ave_tt","ave_hw","ave_sf","ave_rm","SAV_ave_sed_depth","ave_max_canopy_height","bottom_canopy","diet_shrimp","diet_crab","fSeason","fSite","fCYR","Date2","diet_items","fDiet_presence"
"Standard","C-2024-3-12-3",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.422916666666667,"Seg1",3,25.61746,-80.30148,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,22.9,6.63,88.2,"polyhaline",21.66,8.1,NA,75,65,42.5,30.5,6.7,0.81989247311828,0.18010752688172,0,30.5,0,0,32,19,445.2,2,0,"DRY","3","2024",2024-03-12,2,"food"
"Standard","C-2024-3-12-4",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.613888888888889,"Seg1",4,25.61592,-80.30298,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.7,9.59,132,"polyhaline",22.46,8.28,NA,110,10,77,23.7,44.5,0.347507331378299,0.652492668621701,4.1,19.6,0,0,11,21.5,598.8,0,1,"DRY","4","2024",2024-03-12,1,"food"
"Standard","C-2024-3-12-5",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.445138888888889,"Seg1",5,25.6136,-80.30605,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.2,7.03,90.7,"mesohaline",17.83,8.03,NA,92,10,57,47,3.6,0.928853754940711,0.0711462450592885,0,47,0,0,19.5,21.5,818.7,0,0,"DRY","5","2024",2024-03-12,0,"no food"
"Standard","C-2024-3-12-6",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.491666666666667,"Seg1",6,25.60921,-80.30735,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24,7.11,94.6,"polyhaline",19.37,8.11,NA,93,44,63.5,52,4,0.928571428571429,0.0714285714285714,0,52,0,0,32.5,20.5,723.8,0,0,"DRY","6","2024",2024-03-12,0,"no food"
"Standard","C-2024-3-12-7",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.516666666666667,"Seg1",7,25.59438,-80.30782,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.6,8.03,106.7,"polyhaline",21.89,8.23,NA,95,50,78.5,25.6,43.6,0.369942196531792,0.630057803468208,0,25.6,0,0,36.5,14,831.9,2,0,"DRY","7","2024",2024-03-12,2,"food"
"Standard","C-2024-3-12-8",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.5625,"Seg1",8,25.57981,-80.30505,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.3,8.61,115,"polyhaline",21.83,8.2,NA,65,3,80.5,18.7,50.7,0.269452449567723,0.730547550432277,14.6,4.1,0,0,2,12,973.6,0,0,"DRY","8","2024",2024-03-12,0,"no food"
"Standard","C-2024-3-12-9",6981,2024-03-12,72,2024,2024,"DRY",3,12,0.585416666666667,"Seg1",9,25.57409,-80.30343,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.7,7.77,103.8,"polyhaline",20.91,8.26,NA,65,20,77,35.7,32.4,0.524229074889868,0.475770925110132,18,17.7,0,0,7,13.5,944.5,0,1,"DRY","9","2024",2024-03-12,1,"food"
"Standard","C-2024-3-13-10",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.403472222222222,"Seg1",10,25.56947,-80.30251,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23,6.1,78.7,"polyhaline",19.25,8.09,NA,49,9,87.5,28,56.7,0.330578512396694,0.669421487603306,23.7,4.3,0,0,17.5,21,621.6,0,0,"DRY","10","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-11",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.425,"Seg1",11,25.56846,-80.30328,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.3,6.6,85.9,"polyhaline",19.36,8.11,NA,58,30,96.5,44.6,46.6,0.489035087719298,0.510964912280702,39.1,5.5,0,0,20,23,733.3,0,0,"DRY","11","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-12",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.465972222222222,"Seg1",12,25.56164,-80.30753,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,23.8,6.92,90.6,"polyhaline",18.32,8.21,NA,85,16,60,36.5,16.7,0.68609022556391,0.31390977443609,0,36.5,0,0,14.5,20,660.2,1,0,"DRY","12","2024",2024-03-13,1,"food"
"Standard","C-2024-3-13-13",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.484027777777778,"Seg1",13,25.55797,-80.30753,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24,7.55,99.1,"mesohaline",17.85,8.25,NA,98,8,96.5,36.5,53,0.407821229050279,0.592178770949721,25,11.5,0,0,7,23.5,653.8,0,0,"DRY","13","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-14",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.51875,"Seg1",14,25.55162,-80.31007,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.7,9.1,119.9,"mesohaline",17.18,8.36,NA,109,47,87.5,57,23.4,0.708955223880597,0.291044776119403,32,25,0,0,21,27,741.3,0,0,"DRY","14","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-15",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.543055555555556,"Seg1",15,25.54511,-80.31241,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.9,9.47,124.1,"mesohaline",16,8.39,NA,102,1,93,29.3,61.5,0.322687224669604,0.677312775330396,26,3.3,0,0,26.5,29.5,840.5,0,0,"DRY","15","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-16",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.560416666666667,"Seg1",16,25.54046,-80.31276,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.7,8.46,111.1,"mesohaline",15.87,8.22,NA,109,7,64.5,31,28.3,0.522765598650927,0.477234401349073,14,17,0,0,16,18,691.9,0,0,"DRY","16","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-13-17",6982,2024-03-13,73,2024,2024,"DRY",3,13,0.581944444444444,"Seg1",17,25.5374,-80.31329,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,24.8,8.47,112.4,"mesohaline",15.32,8.18,NA,104,1,93.5,81,12.5,0.866310160427808,0.133689839572193,78.5,2.5,0,0,8,25.5,751.7,0,0,"DRY","17","2024",2024-03-13,0,"no food"
"Standard","C-2024-3-7-40",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.306944444444444,"Seg2",40,25.45863,-80.3372,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,25.9,4.55,63,"polyhaline",20.49,7.97,NA,100,43,30.5,8.5,17.3,0.329457364341085,0.670542635658915,3.7,4.8,0,0,52,15.5,54.65,1,3,"DRY","40","2024",2024-03-07,4,"food"
"Standard","C-2024-3-7-41",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.331944444444444,"Seg2",41,25.45529,-80.33608,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.4,4.8,67.3,"polyhaline",21.91,8.05,NA,90,31,89,21,57.6,0.267175572519084,0.732824427480916,21,0,0,0,60.5,18.5,40.16,1,2,"DRY","41","2024",2024-03-07,3,"food"
"Standard","C-2024-3-7-42",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.354166666666667,"Seg2",42,25.4505,-80.33055,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.1,6.07,85.2,"polyhaline",22.8,8.11,NA,113,72,69,6.2,56.4,0.0990415335463259,0.900958466453674,6.2,0,0,0,66.5,15,121.26,0,0,"DRY","42","2024",2024-03-07,0,"no food"
"Standard","C-2024-3-7-43",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.375694444444444,"Seg2",43,25.44468,-80.331,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,25.9,4.13,58.1,"polyhaline",22.49,7.97,NA,80,75,83,44,31,0.586666666666667,0.413333333333333,44,0,0,0,55,16.5,107.85,1,1,"DRY","43","2024",2024-03-07,2,"food"
"Standard","C-2024-3-7-44",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.396527777777778,"Seg2",44,25.44322,-80.33044,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,2,0.666666666666667,0,25.9,5.58,78.5,"polyhaline",23.21,8.11,NA,63,27,64.5,23.3,28.7,0.448076923076923,0.551923076923077,14.2,9.1,0,0,30,16.5,220.6,6,0,"DRY","44","2024",2024-03-07,6,"food"
"Standard","C-2024-3-7-45",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.420833333333333,"Seg2",45,25.43768,-80.32418,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.1,5.61,77.9,"polyhaline",24.03,8.06,NA,70,40,70.5,13,48.8,0.210355987055016,0.789644012944984,13,0,0,0,27.5,15,397,0,0,"DRY","45","2024",2024-03-07,0,"no food"
"Standard","C-2024-3-7-46",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.445833333333333,"Seg2",46,25.4375,-80.32182,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.9,7.75,109.6,"polyhaline",24.03,8.2,NA,54,17,62,12.6,37.2,0.253012048192771,0.746987951807229,12,0.6,0,0,16.5,8,995,0,0,"DRY","46","2024",2024-03-07,0,"no food"
"Standard","C-2024-3-7-47",6976,2024-03-07,67,2024,2024,"DRY",3,7,0.46875,"Seg2",47,25.43701,-80.31935,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,26.7,5.77,84.1,"polyhaline",26.18,8.1,NA,99,51,56.5,22.8,27.8,0.450592885375494,0.549407114624506,15.8,7,0,0,39,13,444.8,3,1,"DRY","47","2024",2024-03-07,4,"food"
"Standard","C-2024-3-8-18",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.324305555555556,"Seg2",18,25.53176,-80.32877,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27,4.06,51.6,"mesohaline",8.47,7.66,NA,77,1,71.5,7.1,58.3,0.108562691131498,0.891437308868501,0,7.1,0,0,5.5,10,131.7,0,0,"DRY","18","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-19",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.352083333333333,"Seg2",19,25.52553,-80.33105,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.5,5.4,73.6,"mesohaline",13.03,7.93,NA,94,5,55,15.5,28.3,0.353881278538813,0.646118721461187,0,15.5,0,0,22.5,8.5,300.3,0,0,"DRY","19","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-20",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.375694444444444,"Seg2",20,25.51835,-80.33094,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.6,6.5,88.9,"mesohaline",14.96,8.06,NA,105,17,34,14,12.6,0.526315789473684,0.473684210526316,0,14,0,0,25.5,9.5,483.9,0,0,"DRY","20","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-21",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.396527777777778,"Seg2",21,25.51646,-80.33369,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.4,6.27,85.7,"mesohaline",15.2,8.03,NA,92,10,43,21.5,18,0.544303797468354,0.455696202531646,0,21,0,0.5,26.5,14.5,691.7,0,0,"DRY","21","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-22",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.416666666666667,"Seg2",22,25.51554,-80.33402,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.2,7.93,110.8,"mesohaline",16.07,8.12,NA,93,6,48.5,22.7,20.2,0.529137529137529,0.470862470862471,2.2,20.5,0,0,27,17.5,760.6,0,0,"DRY","22","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-23",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.436111111111111,"Seg2",23,25.51446,-80.3347,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.2,7.26,96.1,"mesohaline",10.83,7.87,NA,83,16,57.5,34.1,19,0.642184557438795,0.357815442561205,4.6,29.5,0,0,24,17,1195.7,1,0,"DRY","23","2024",2024-03-08,1,"food"
"Standard","C-2024-3-8-24",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.454166666666667,"Seg2",24,25.512,-80.3352,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.2,7.72,104.2,"mesohaline",11.42,7.87,NA,76,23,67.5,27,28.9,0.483005366726297,0.516994633273703,3.5,23.5,0,0,39.5,19,187.5,1,0,"DRY","24","2024",2024-03-08,1,"food"
"Standard","C-2024-3-8-25",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.484722222222222,"Seg2",25,25.50947,-80.33553,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,27.6,6.7,90.9,"mesohaline",11.66,7.88,NA,63,34,65,21.2,35.6,0.373239436619718,0.626760563380282,0.1,21.1,0,0,43.5,12.5,1065.9,0,0,"DRY","25","2024",2024-03-08,0,"no food"
"Standard","C-2024-3-8-26",6977,2024-03-08,68,2024,2024,"DRY",3,8,0.511111111111111,"Seg2",26,25.5058,-80.33357,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.8,8.72,122.1,"mesohaline",15.79,8.15,NA,67,58,76,46.5,20,0.699248120300752,0.300751879699248,39.5,7,0,0,17,24.5,343.4,1,0,"DRY","26","2024",2024-03-08,1,"food"
"Standard","C-2024-9-3-37",7156,2024-09-03,247,2024,2025,"WET",9,3,0.5,"Seg2",37,25.47699,-80.34029,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.8,7.27,104.8,"mesohaline",16.9,7.8,NA,94,41,61.5,44,13,0.715447154471545,0.211382113821138,6,38,0,0,45.5,22,728.7,0,0,"WET","37","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-38",7156,2024-09-03,247,2024,2025,"WET",9,3,0.543055555555556,"Seg2",38,25.46918,-80.34012,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.6,6.43,93.5,"mesohaline",15.4,7.75,NA,94,46,37.5,31,1.3,0.826666666666667,0.0346666666666667,0,31,0,0,49.5,12.5,693.9,0,2,"WET","38","2024",2024-09-03,2,"food"
"Standard","C-2024-9-3-39",7156,2024-09-03,247,2024,2025,"WET",9,3,0.563194444444444,"Seg2",39,25.46574,-80.33755,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.5,6.3,92.3,"mesohaline",16.22,7.7,NA,94,41,19,14.5,0.7,0.763157894736842,0.0368421052631579,0,14.5,0,0,71,13.5,499.9,0,0,"WET","39","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-40",7156,2024-09-03,247,2024,2025,"WET",9,3,0.316666666666667,"Seg2",40,25.45874,-80.33709,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,30.1,3.45,56.3,"polyhaline",23.79,7.45,NA,84,31,79.5,36.5,32.3,0.459119496855346,0.406289308176101,28,8.5,0,0,46,18.5,60,0,0,"WET","40","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-41",7156,2024-09-03,247,2024,2025,"WET",9,3,0.346527777777778,"Seg2",41,25.45548,-80.33618,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30,3,47.2,"polyhaline",24.94,7.51,NA,72,80,94.5,11,79.9,0.116402116402116,0.845502645502646,7.8,3.2,0,0,90,12.5,75,0,1,"WET","41","2024",2024-09-03,1,"food"
"Standard","C-2024-9-3-42",7156,2024-09-03,247,2024,2025,"WET",9,3,0.372222222222222,"Seg2",42,25.45049,-80.33056,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.5,4.57,69.4,"polyhaline",26.81,7.63,NA,90,22,51.5,1.1,44.6,0.0213592233009709,0.866019417475728,1.1,0,0,0,77.5,8.5,112.9,0,0,"WET","42","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-43",7156,2024-09-03,247,2024,2025,"WET",9,3,0.399305555555556,"Seg2",43,25.44473,-80.33103,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.6,3.86,61.1,"polyhaline",25.95,7.51,NA,77,71,66,22,39.6,0.333333333333333,0.6,22,0,0,0,82.5,21,346.7,0,0,"WET","43","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-44",7156,2024-09-03,247,2024,2025,"WET",9,3,0.41875,"Seg2",44,25.44313,-80.33045,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.8,5.17,79.6,"polyhaline",28.46,7.74,NA,78,30,56,38.5,10.1,0.6875,0.180357142857143,27,11.5,0,0,36,25,420.6,0,1,"WET","44","2024",2024-09-03,1,"food"
"Standard","C-2024-9-3-45",7156,2024-09-03,247,2024,2025,"WET",9,3,0.442361111111111,"Seg2",45,25.43772,-80.32405,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.4,5.14,80.4,"polyhaline",29.33,7.75,NA,103,2,38.5,16.7,15.5,0.433766233766234,0.402597402597403,12.6,4.1,0,0,7.6,12,450.8,0,0,"WET","45","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-46",7156,2024-09-03,247,2024,2025,"WET",9,3,0.463194444444444,"Seg2",46,25.43751,-80.32162,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31,5.46,85.4,"polyhaline",29.61,7.79,NA,95,9,70,33.5,26.2,0.478571428571429,0.374285714285714,23.5,10,0,0,17.5,24.5,865,0,0,"WET","46","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-3-47",7156,2024-09-03,247,2024,2025,"WET",9,3,0.588888888888889,"Seg2",47,25.43704,-80.31944,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.9,6.04,94.1,"polyhaline",28.39,7.76,NA,97,16,52.5,28.5,17.8,0.542857142857143,0.339047619047619,20,8.5,0,0,66,22,255.1,0,0,"WET","47","2024",2024-09-03,0,"no food"
"Standard","C-2024-9-4-18",7157,2024-09-04,248,2024,2025,"WET",9,4,0.363888888888889,"Seg2",18,25.53194,-80.32877,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28,3.77,48.7,"oligohaline",1.29,7.43,NA,64,1,31.5,16,11.1,0.507936507936508,0.352380952380952,0,16,0,0,7.5,16,306.7,0,0,"WET","18","2024",2024-09-04,0,"no food"
"Standard","C-2024-9-4-19",7157,2024-09-04,248,2024,2025,"WET",9,4,0.39375,"Seg2",19,25.52554,-80.33109,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.1,5.03,67.6,"oligohaline",1.61,7.66,NA,83,8,33.5,26.5,3.4,0.791044776119403,0.101492537313433,0,26.5,0,0,13,17,150.14,0,4,"WET","19","2024",2024-09-04,4,"food"
"Standard","C-2024-9-4-20",7157,2024-09-04,248,2024,2025,"WET",9,4,0.416666666666667,"Seg2",20,25.51845,-80.33096,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.8,6.21,81.6,"oligohaline",1.45,7.58,NA,105,13,40.5,34.5,2.4,0.851851851851852,0.0592592592592593,0,34.5,0,0,24,19.5,444.7,0,0,"WET","20","2024",2024-09-04,0,"no food"
"Standard","C-2024-9-4-21",7157,2024-09-04,248,2024,2025,"WET",9,4,0.436111111111111,"Seg2",21,25.51652,-80.33363,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,28.9,6.22,81.4,"oligohaline",2.06,7.6,NA,96,34,45,30.5,10.2,0.677777777777778,0.226666666666667,0,30.5,0,0,28.5,14,602.6,0,3,"WET","21","2024",2024-09-04,3,"food"
"Standard","C-2024-9-4-22",7157,2024-09-04,248,2024,2025,"WET",9,4,0.453472222222222,"Seg2",22,25.51555,-80.33408,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.2,6.13,80.7,"oligohaline",2.25,7.66,NA,97,9,31,22.5,5.6,0.725806451612903,0.180645161290323,2,20.5,0,0,22,12.5,602.1,0,4,"WET","22","2024",2024-09-04,4,"food"
"Standard","C-2024-9-4-23",7157,2024-09-04,248,2024,2025,"WET",9,4,0.472222222222222,"Seg2",23,25.51439,-80.33476,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.4,6.3,83.4,"oligohaline",2.49,7.64,NA,104,18,26,17.7,5.1,0.680769230769231,0.196153846153846,2.1,15.6,0,0,22,11,576,0,3,"WET","23","2024",2024-09-04,3,"food"
"Standard","C-2024-9-4-24",7157,2024-09-04,248,2024,2025,"WET",9,4,0.490972222222222,"Seg2",24,25.51194,-80.33524,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.7,6.09,81.1,"oligohaline",2.95,7.68,NA,101,11,37,18.5,9.4,0.5,0.254054054054054,0,18.5,0,0,33.5,12.5,675,0,3,"WET","24","2024",2024-09-04,3,"food"
"Standard","C-2024-9-4-25",7157,2024-09-04,248,2024,2025,"WET",9,4,0.516666666666667,"Seg2",25,25.50955,-80.3357,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.2,6.42,87.7,"oligohaline",3.97,7.81,NA,105,30,22,12,5.9,0.545454545454545,0.268181818181818,0,12,0,0,26.5,12.5,394.9,0,2,"WET","25","2024",2024-09-04,2,"food"
"Standard","C-2024-9-4-26",7157,2024-09-04,248,2024,2025,"WET",9,4,0.54375,"Seg2",26,25.50569,-80.33361,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.7,6.74,92,"oligohaline",4.83,7.91,NA,106,18,27.5,22.4,1.4,0.814545454545454,0.0509090909090909,9.2,13.2,0,0,28.5,16.5,620.5,0,5,"WET","26","2024",2024-09-04,5,"food"
"Standard","C-2024-9-4-27",7157,2024-09-04,248,2024,2025,"WET",9,4,0.564583333333333,"Seg2",27,25.50417,-80.33253,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,1,0.333333333333333,0,31.3,6.02,84.1,"mesohaline",6.42,7.95,NA,93,29,39.5,33.2,0.4,0.840506329113924,0.010126582278481,24.5,8.7,0,0,43.5,19,689.8,0,0,"WET","27","2024",2024-09-04,0,"no food"
"Standard","C-2024-9-4-28",7157,2024-09-04,248,2024,2025,"WET",9,4,0.586111111111111,"Seg2",28,25.50496,-80.33673,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.3,6.43,91.1,"mesohaline",7.66,8.05,NA,109,14,20,14.9,0.4,0.745,0.02,10.8,4.1,0,0,27.5,16.5,583.9,0,1,"WET","28","2024",2024-09-04,1,"food"
"Standard","C-2024-9-4-29",7157,2024-09-04,248,2024,2025,"WET",9,4,0.604166666666667,"Seg2",29,25.50444,-80.33775,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.2,5.74,80.4,"mesohaline",7.68,7.89,NA,98,9,30,24.2,0.7,0.806666666666667,0.0233333333333333,21.1,3.1,0,0,28,23,320.8,0,0,"WET","29","2024",2024-09-04,0,"no food"
"Standard","C-2024-9-5-14",7158,2024-09-05,249,2024,2025,"WET",9,5,0.395138888888889,"Seg1",14,25.55169,-80.31004,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.1,4.1,56.3,"mesohaline",9.01,7.58,NA,88,10,64.5,34.1,25.2,0.528682170542636,0.390697674418605,13.1,21,0,0,15,26,245.8,1,0,"WET","14","2024",2024-09-05,1,"food"
"Standard","C-2024-9-5-15",7158,2024-09-05,249,2024,2025,"WET",9,5,0.417361111111111,"Seg1",15,25.54515,-80.31235,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",1,4,1.33333333333333,0,29.2,5.55,75.3,"mesohaline",7.05,7.61,NA,110,27,69.5,27,37.2,0.388489208633094,0.535251798561151,27,0,0,0,14,36.5,251.1,0,0,"WET","15","2024",2024-09-05,0,"no food"
"Standard","C-2024-9-5-16",7158,2024-09-05,249,2024,2025,"WET",9,5,0.438194444444444,"Seg1",16,25.54038,-80.31279,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.3,6.26,84.9,"mesohaline",6.04,7.71,NA,104,2,56.5,18.5,21.7,0.327433628318584,0.384070796460177,9,9.5,0,0,3.1,11.5,334.8,0,0,"WET","16","2024",2024-09-05,0,"no food"
"Standard","C-2024-9-5-17",7158,2024-09-05,249,2024,2025,"WET",9,5,0.455555555555556,"Seg1",17,25.53737,-80.31329,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,29.6,6.19,85,"mesohaline",7.8,7.75,NA,107,1,81,40,33,0.493827160493827,0.407407407407407,33.5,6.5,0,0,9.7,20,504.2,0,0,"WET","17","2024",2024-09-05,0,"no food"
"Standard","C-2024-9-5-30",7158,2024-09-05,249,2024,2025,"WET",9,5,0.486111111111111,"Seg2",30,25.49728,-80.33932,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.2,7.12,99.4,"mesohaline",9.78,8.01,NA,97,8,46.5,31.7,10.1,0.681720430107527,0.217204301075269,25.6,6.1,0,0,27,20.5,413,0,1,"WET","30","2024",2024-09-05,1,"food"
"Standard","C-2024-9-5-31",7158,2024-09-05,249,2024,2025,"WET",9,5,0.505555555555556,"Seg2",31,25.49323,-80.33875,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.4,7.13,99.9,"mesohaline",9.39,7.98,NA,111,32,62.5,8.7,40.8,0.1392,0.6528,0,8.7,0,0,21.5,21.5,579.5,0,0,"WET","31","2024",2024-09-05,0,"no food"
"Standard","C-2024-9-5-32",7158,2024-09-05,249,2024,2025,"WET",9,5,0.532638888888889,"Seg2",32,25.49033,-80.34026,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,30.6,7.39,102.4,"mesohaline",7.6,7.9,NA,120,20,34.5,19.6,9.7,0.568115942028986,0.281159420289855,0.1,19.5,0,0,11.5,22.5,437.1,0,2,"WET","32","2024",2024-09-05,2,"food"
"Standard","C-2024-9-5-33",7158,2024-09-05,249,2024,2025,"WET",9,5,0.561805555555556,"Seg2",33,25.48688,-80.34,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.1,9.56,135.1,"mesohaline",10.39,8.2,NA,115,12,25,16,3.2,0.64,0.128,1,15,0,0,13.1,17,648.8,0,0,"WET","33","2024",2024-09-05,0,"no food"
"Standard","C-2024-9-5-34",7158,2024-09-05,249,2024,2025,"WET",9,5,0.578472222222222,"Seg2",34,25.48524,-80.33971,3,"Vert","Fish","Gulf Toadfish","Opsanus beta",0,0,0,0,31.4,9.85,140.3,"mesohaline",12.3,8.35,NA,108,12,34,23.2,4.4,0.682352941176471,0.129411764705882,6.6,16.6,0,0,13.5,15.5,595.9,0,0,"WET","34","2024",2024-09-05,0,"no food"
